dataset,snapshot,query_id,policy,batch,accesses,dense,sparse,before,k
nfcorpus,0,PLAIN-583,balanced,1,79,78,1,78,79
nfcorpus,0,PLAIN-583,balanced,1,80,79,1,79,80
nfcorpus,0,PLAIN-583,balanced,1,81,80,1,80,81
nfcorpus,0,PLAIN-583,balanced,1,82,81,1,81,82
nfcorpus,0,PLAIN-583,balanced,1,83,82,1,82,83
nfcorpus,0,PLAIN-583,balanced,1,84,83,1,83,84
nfcorpus,0,PLAIN-583,balanced,1,85,84,1,84,85
nfcorpus,0,PLAIN-583,balanced,1,86,85,1,85,86
nfcorpus,0,PLAIN-583,balanced,1,87,86,1,86,87
nfcorpus,0,PLAIN-583,balanced,1,88,87,1,87,88
nfcorpus,0,PLAIN-583,balanced,1,89,88,1,88,89
nfcorpus,0,PLAIN-583,balanced,1,90,89,1,89,90
nfcorpus,0,PLAIN-583,balanced,1,91,90,1,90,91
nfcorpus,0,PLAIN-583,balanced,1,92,91,1,91,92
nfcorpus,0,PLAIN-583,balanced,1,93,92,1,92,93
nfcorpus,0,PLAIN-583,balanced,1,94,93,1,93,94
nfcorpus,0,PLAIN-583,balanced,1,95,94,1,94,95
nfcorpus,0,PLAIN-583,balanced,1,96,95,1,95,96
nfcorpus,0,PLAIN-583,balanced,1,97,96,1,96,97
nfcorpus,0,PLAIN-583,balanced,1,98,97,1,97,98
nfcorpus,0,PLAIN-583,balanced,1,99,98,1,98,99
nfcorpus,0,PLAIN-583,balanced,1,100,99,1,99,100
nfcorpus,0,PLAIN-583,dibud,64,65,64,1,0,65
nfcorpus,0,PLAIN-583,dibud,64,128,127,1,65,100
nfcorpus,0,PLAIN-583,balanced,64,65,64,1,0,65
nfcorpus,0,PLAIN-583,balanced,64,128,127,1,65,100
nfcorpus,0,PLAIN-593,dibud,1,2,1,1,0,1
nfcorpus,0,PLAIN-593,dibud,1,4,2,2,1,3
nfcorpus,0,PLAIN-593,dibud,1,5,3,2,3,4
nfcorpus,0,PLAIN-593,dibud,1,6,4,2,4,5
nfcorpus,0,PLAIN-593,dibud,1,7,5,2,5,6
nfcorpus,0,PLAIN-593,dibud,1,8,6,2,6,7
nfcorpus,0,PLAIN-593,dibud,1,9,7,2,7,8
nfcorpus,0,PLAIN-593,dibud,1,10,8,2,8,9
nfcorpus,0,PLAIN-593,dibud,1,11,9,2,9,10
nfcorpus,0,PLAIN-593,dibud,1,12,10,2,10,11
nfcorpus,0,PLAIN-593,dibud,1,13,11,2,11,12
nfcorpus,0,PLAIN-593,dibud,1,14,12,2,12,13
nfcorpus,0,PLAIN-593,dibud,1,15,13,2,13,14
nfcorpus,0,PLAIN-593,dibud,1,16,14,2,14,15
nfcorpus,0,PLAIN-593,dibud,1,17,15,2,15,16
nfcorpus,0,PLAIN-593,dibud,1,18,16,2,16,17
nfcorpus,0,PLAIN-593,dibud,1,19,17,2,17,18
nfcorpus,0,PLAIN-593,dibud,1,20,18,2,18,19
nfcorpus,0,PLAIN-593,dibud,1,21,19,2,19,20
nfcorpus,0,PLAIN-593,dibud,1,22,20,2,20,21
nfcorpus,0,PLAIN-593,dibud,1,23,21,2,21,22
nfcorpus,0,PLAIN-593,dibud,1,24,22,2,22,23
nfcorpus,0,PLAIN-593,dibud,1,25,23,2,23,24
nfcorpus,0,PLAIN-593,dibud,1,26,24,2,24,25
nfcorpus,0,PLAIN-593,dibud,1,27,25,2,25,26
nfcorpus,0,PLAIN-593,dibud,1,28,26,2,26,27
nfcorpus,0,PLAIN-593,dibud,1,29,27,2,27,28
nfcorpus,0,PLAIN-593,dibud,1,30,28,2,28,29
nfcorpus,0,PLAIN-593,dibud,1,31,29,2,29,30
nfcorpus,0,PLAIN-593,dibud,1,32,30,2,30,31
nfcorpus,0,PLAIN-593,dibud,1,33,31,2,31,32
nfcorpus,0,PLAIN-593,dibud,1,34,32,2,32,33
nfcorpus,0,PLAIN-593,dibud,1,35,33,2,33,34
nfcorpus,0,PLAIN-593,dibud,1,36,34,2,34,35
nfcorpus,0,PLAIN-593,dibud,1,37,35,2,35,36
nfcorpus,0,PLAIN-593,dibud,1,38,36,2,36,37
nfcorpus,0,PLAIN-593,dibud,1,39,37,2,37,38
nfcorpus,0,PLAIN-593,dibud,1,40,38,2,38,39
nfcorpus,0,PLAIN-593,dibud,1,41,39,2,39,40
nfcorpus,0,PLAIN-593,dibud,1,42,40,2,40,41
nfcorpus,0,PLAIN-593,dibud,1,43,41,2,41,42
nfcorpus,0,PLAIN-593,dibud,1,44,42,2,42,43
nfcorpus,0,PLAIN-593,dibud,1,45,43,2,43,44
nfcorpus,0,PLAIN-593,dibud,1,46,44,2,44,45
nfcorpus,0,PLAIN-593,dibud,1,47,45,2,45,46
nfcorpus,0,PLAIN-593,dibud,1,48,46,2,46,47
nfcorpus,0,PLAIN-593,dibud,1,49,47,2,47,48
nfcorpus,0,PLAIN-593,dibud,1,50,48,2,48,49
nfcorpus,0,PLAIN-593,dibud,1,51,49,2,49,50
nfcorpus,0,PLAIN-593,dibud,1,52,50,2,50,51
nfcorpus,0,PLAIN-593,dibud,1,53,51,2,51,52
nfcorpus,0,PLAIN-593,dibud,1,54,52,2,52,53
nfcorpus,0,PLAIN-593,dibud,1,55,53,2,53,54
nfcorpus,0,PLAIN-593,dibud,1,56,54,2,54,55
nfcorpus,0,PLAIN-593,dibud,1,57,55,2,55,56
nfcorpus,0,PLAIN-593,dibud,1,58,56,2,56,57
nfcorpus,0,PLAIN-593,dibud,1,59,57,2,57,58
nfcorpus,0,PLAIN-593,dibud,1,60,58,2,58,59
nfcorpus,0,PLAIN-593,dibud,1,61,59,2,59,60
nfcorpus,0,PLAIN-593,dibud,1,62,60,2,60,61
nfcorpus,0,PLAIN-593,dibud,1,63,61,2,61,62
nfcorpus,0,PLAIN-593,dibud,1,64,62,2,62,63
nfcorpus,0,PLAIN-593,dibud,1,65,63,2,63,64
nfcorpus,0,PLAIN-593,dibud,1,66,64,2,64,65
nfcorpus,0,PLAIN-593,dibud,1,67,65,2,65,66
nfcorpus,0,PLAIN-593,dibud,1,68,66,2,66,67
nfcorpus,0,PLAIN-593,dibud,1,69,67,2,67,68
nfcorpus,0,PLAIN-593,dibud,1,70,68,2,68,69
nfcorpus,0,PLAIN-593,dibud,1,71,69,2,69,70
nfcorpus,0,PLAIN-593,dibud,1,72,70,2,70,71
nfcorpus,0,PLAIN-593,dibud,1,73,71,2,71,72
nfcorpus,0,PLAIN-593,dibud,1,74,72,2,72,73
nfcorpus,0,PLAIN-593,dibud,1,75,73,2,73,74
nfcorpus,0,PLAIN-593,dibud,1,76,74,2,74,75
nfcorpus,0,PLAIN-593,dibud,1,77,75,2,75,76
nfcorpus,0,PLAIN-593,dibud,1,78,76,2,76,77
nfcorpus,0,PLAIN-593,dibud,1,79,77,2,77,78
nfcorpus,0,PLAIN-593,dibud,1,80,78,2,78,79
nfcorpus,0,PLAIN-593,dibud,1,81,79,2,79,80
nfcorpus,0,PLAIN-593,dibud,1,82,80,2,80,81
nfcorpus,0,PLAIN-593,dibud,1,83,81,2,81,82
nfcorpus,0,PLAIN-593,dibud,1,84,82,2,82,83
nfcorpus,0,PLAIN-593,dibud,1,85,83,2,83,84
nfcorpus,0,PLAIN-593,dibud,1,86,84,2,84,85
nfcorpus,0,PLAIN-593,dibud,1,87,85,2,85,86
nfcorpus,0,PLAIN-593,dibud,1,88,86,2,86,87
nfcorpus,0,PLAIN-593,dibud,1,89,87,2,87,88
nfcorpus,0,PLAIN-593,dibud,1,90,88,2,88,89
nfcorpus,0,PLAIN-593,dibud,1,91,89,2,89,90
nfcorpus,0,PLAIN-593,dibud,1,92,90,2,90,91
nfcorpus,0,PLAIN-593,dibud,1,93,91,2,91,92
nfcorpus,0,PLAIN-593,dibud,1,94,92,2,92,93
nfcorpus,0,PLAIN-593,dibud,1,95,93,2,93,94
nfcorpus,0,PLAIN-593,dibud,1,96,94,2,94,95
nfcorpus,0,PLAIN-593,dibud,1,97,95,2,95,96
nfcorpus,0,PLAIN-593,dibud,1,98,96,2,96,97
nfcorpus,0,PLAIN-593,dibud,1,99,97,2,97,98
nfcorpus,0,PLAIN-593,dibud,1,100,98,2,98,99
nfcorpus,0,PLAIN-593,dibud,1,101,99,2,99,100
nfcorpus,0,PLAIN-593,balanced,1,2,1,1,0,1
nfcorpus,0,PLAIN-593,balanced,1,4,2,2,1,3
nfcorpus,0,PLAIN-593,balanced,1,5,3,2,3,4
nfcorpus,0,PLAIN-593,balanced,1,6,4,2,4,5
nfcorpus,0,PLAIN-593,balanced,1,7,5,2,5,6
nfcorpus,0,PLAIN-593,balanced,1,8,6,2,6,7
nfcorpus,0,PLAIN-593,balanced,1,9,7,2,7,8
nfcorpus,0,PLAIN-593,balanced,1,10,8,2,8,9
nfcorpus,0,PLAIN-593,balanced,1,11,9,2,9,10
nfcorpus,0,PLAIN-593,balanced,1,12,10,2,10,11
nfcorpus,0,PLAIN-593,balanced,1,13,11,2,11,12
nfcorpus,0,PLAIN-593,balanced,1,14,12,2,12,13
nfcorpus,0,PLAIN-593,balanced,1,15,13,2,13,14
nfcorpus,0,PLAIN-593,balanced,1,16,14,2,14,15
nfcorpus,0,PLAIN-593,balanced,1,17,15,2,15,16
nfcorpus,0,PLAIN-593,balanced,1,18,16,2,16,17
nfcorpus,0,PLAIN-593,balanced,1,19,17,2,17,18
nfcorpus,0,PLAIN-593,balanced,1,20,18,2,18,19
nfcorpus,0,PLAIN-593,balanced,1,21,19,2,19,20
nfcorpus,0,PLAIN-593,balanced,1,22,20,2,20,21
nfcorpus,0,PLAIN-593,balanced,1,23,21,2,21,22
nfcorpus,0,PLAIN-593,balanced,1,24,22,2,22,23
nfcorpus,0,PLAIN-593,balanced,1,25,23,2,23,24
nfcorpus,0,PLAIN-593,balanced,1,26,24,2,24,25
nfcorpus,0,PLAIN-593,balanced,1,27,25,2,25,26
nfcorpus,0,PLAIN-593,balanced,1,28,26,2,26,27
nfcorpus,0,PLAIN-593,balanced,1,29,27,2,27,28
nfcorpus,0,PLAIN-593,balanced,1,30,28,2,28,29
nfcorpus,0,PLAIN-593,balanced,1,31,29,2,29,30
nfcorpus,0,PLAIN-593,balanced,1,32,30,2,30,31
nfcorpus,0,PLAIN-593,balanced,1,33,31,2,31,32
nfcorpus,0,PLAIN-593,balanced,1,34,32,2,32,33
nfcorpus,0,PLAIN-593,balanced,1,35,33,2,33,34
nfcorpus,0,PLAIN-593,balanced,1,36,34,2,34,35
nfcorpus,0,PLAIN-593,balanced,1,37,35,2,35,36
nfcorpus,0,PLAIN-593,balanced,1,38,36,2,36,37
nfcorpus,0,PLAIN-593,balanced,1,39,37,2,37,38
nfcorpus,0,PLAIN-593,balanced,1,40,38,2,38,39
nfcorpus,0,PLAIN-593,balanced,1,41,39,2,39,40
nfcorpus,0,PLAIN-593,balanced,1,42,40,2,40,41
nfcorpus,0,PLAIN-593,balanced,1,43,41,2,41,42
nfcorpus,0,PLAIN-593,balanced,1,44,42,2,42,43
nfcorpus,0,PLAIN-593,balanced,1,45,43,2,43,44
nfcorpus,0,PLAIN-593,balanced,1,46,44,2,44,45
nfcorpus,0,PLAIN-593,balanced,1,47,45,2,45,46
nfcorpus,0,PLAIN-593,balanced,1,48,46,2,46,47
nfcorpus,0,PLAIN-593,balanced,1,49,47,2,47,48
nfcorpus,0,PLAIN-593,balanced,1,50,48,2,48,49
nfcorpus,0,PLAIN-593,balanced,1,51,49,2,49,50
nfcorpus,0,PLAIN-593,balanced,1,52,50,2,50,51
nfcorpus,0,PLAIN-593,balanced,1,53,51,2,51,52
nfcorpus,0,PLAIN-593,balanced,1,54,52,2,52,53
nfcorpus,0,PLAIN-593,balanced,1,55,53,2,53,54
nfcorpus,0,PLAIN-593,balanced,1,56,54,2,54,55
nfcorpus,0,PLAIN-593,balanced,1,57,55,2,55,56
nfcorpus,0,PLAIN-593,balanced,1,58,56,2,56,57
nfcorpus,0,PLAIN-593,balanced,1,59,57,2,57,58
nfcorpus,0,PLAIN-593,balanced,1,60,58,2,58,59
nfcorpus,0,PLAIN-593,balanced,1,61,59,2,59,60
nfcorpus,0,PLAIN-593,balanced,1,62,60,2,60,61
nfcorpus,0,PLAIN-593,balanced,1,63,61,2,61,62
nfcorpus,0,PLAIN-593,balanced,1,64,62,2,62,63
nfcorpus,0,PLAIN-593,balanced,1,65,63,2,63,64
nfcorpus,0,PLAIN-593,balanced,1,66,64,2,64,65
nfcorpus,0,PLAIN-593,balanced,1,67,65,2,65,66
nfcorpus,0,PLAIN-593,balanced,1,68,66,2,66,67
nfcorpus,0,PLAIN-593,balanced,1,69,67,2,67,68
nfcorpus,0,PLAIN-593,balanced,1,70,68,2,68,69
nfcorpus,0,PLAIN-593,balanced,1,71,69,2,69,70
nfcorpus,0,PLAIN-593,balanced,1,72,70,2,70,71
nfcorpus,0,PLAIN-593,balanced,1,73,71,2,71,72
nfcorpus,0,PLAIN-593,balanced,1,74,72,2,72,73
nfcorpus,0,PLAIN-593,balanced,1,75,73,2,73,74
nfcorpus,0,PLAIN-593,balanced,1,76,74,2,74,75
nfcorpus,0,PLAIN-593,balanced,1,77,75,2,75,76
nfcorpus,0,PLAIN-593,balanced,1,78,76,2,76,77
nfcorpus,0,PLAIN-593,balanced,1,79,77,2,77,78
nfcorpus,0,PLAIN-593,balanced,1,80,78,2,78,79
nfcorpus,0,PLAIN-593,balanced,1,81,79,2,79,80
nfcorpus,0,PLAIN-593,balanced,1,82,80,2,80,81
nfcorpus,0,PLAIN-593,balanced,1,83,81,2,81,82
nfcorpus,0,PLAIN-593,balanced,1,84,82,2,82,83
nfcorpus,0,PLAIN-593,balanced,1,85,83,2,83,84
nfcorpus,0,PLAIN-593,balanced,1,86,84,2,84,85
nfcorpus,0,PLAIN-593,balanced,1,87,85,2,85,86
nfcorpus,0,PLAIN-593,balanced,1,88,86,2,86,87
nfcorpus,0,PLAIN-593,balanced,1,89,87,2,87,88
nfcorpus,0,PLAIN-593,balanced,1,90,88,2,88,89
nfcorpus,0,PLAIN-593,balanced,1,91,89,2,89,90
nfcorpus,0,PLAIN-593,balanced,1,92,90,2,90,91
nfcorpus,0,PLAIN-593,balanced,1,93,91,2,91,92
nfcorpus,0,PLAIN-593,balanced,1,94,92,2,92,93
nfcorpus,0,PLAIN-593,balanced,1,95,93,2,93,94
nfcorpus,0,PLAIN-593,balanced,1,96,94,2,94,95
nfcorpus,0,PLAIN-593,balanced,1,97,95,2,95,96
nfcorpus,0,PLAIN-593,balanced,1,98,96,2,96,97
nfcorpus,0,PLAIN-593,balanced,1,99,97,2,97,98
nfcorpus,0,PLAIN-593,balanced,1,100,98,2,98,99
nfcorpus,0,PLAIN-593,balanced,1,101,99,2,99,100
nfcorpus,0,PLAIN-593,dibud,64,66,64,2,0,65
nfcorpus,0,PLAIN-593,dibud,64,128,126,2,65,100
nfcorpus,0,PLAIN-593,balanced,64,66,64,2,0,65
nfcorpus,0,PLAIN-593,balanced,64,128,126,2,65,100
nfcorpus,0,PLAIN-603,dibud,1,2,1,1,0,1
nfcorpus,0,PLAIN-603,dibud,1,7,4,3,1,2
nfcorpus,0,PLAIN-603,dibud,1,10,7,3,2,7
nfcorpus,0,PLAIN-603,dibud,1,11,8,3,7,8
nfcorpus,0,PLAIN-603,dibud,1,12,9,3,8,9
nfcorpus,0,PLAIN-603,dibud,1,13,10,3,9,10
nfcorpus,0,PLAIN-603,dibud,1,14,11,3,10,11
nfcorpus,0,PLAIN-603,dibud,1,15,12,3,11,12
nfcorpus,0,PLAIN-603,dibud,1,16,13,3,12,13
nfcorpus,0,PLAIN-603,dibud,1,17,14,3,13,14
nfcorpus,0,PLAIN-603,dibud,1,18,15,3,14,15
nfcorpus,0,PLAIN-603,dibud,1,19,16,3,15,16
nfcorpus,0,PLAIN-603,dibud,1,20,17,3,16,17
nfcorpus,0,PLAIN-603,dibud,1,21,18,3,17,18
nfcorpus,0,PLAIN-603,dibud,1,22,19,3,18,19
nfcorpus,0,PLAIN-603,dibud,1,23,20,3,19,20
nfcorpus,0,PLAIN-603,dibud,1,24,21,3,20,21
nfcorpus,0,PLAIN-603,dibud,1,25,22,3,21,22
nfcorpus,0,PLAIN-603,dibud,1,26,23,3,22,23
nfcorpus,0,PLAIN-603,dibud,1,27,24,3,23,24
nfcorpus,0,PLAIN-603,dibud,1,28,25,3,24,25
nfcorpus,0,PLAIN-603,dibud,1,29,26,3,25,26
nfcorpus,0,PLAIN-603,dibud,1,30,27,3,26,27
nfcorpus,0,PLAIN-603,dibud,1,31,28,3,27,28
nfcorpus,0,PLAIN-603,dibud,1,32,29,3,28,29
nfcorpus,0,PLAIN-603,dibud,1,33,30,3,29,30
nfcorpus,0,PLAIN-603,dibud,1,34,31,3,30,31
nfcorpus,0,PLAIN-603,dibud,1,35,32,3,31,32
nfcorpus,0,PLAIN-603,dibud,1,36,33,3,32,33
nfcorpus,0,PLAIN-603,dibud,1,37,34,3,33,34
nfcorpus,0,PLAIN-603,dibud,1,38,35,3,34,35
nfcorpus,0,PLAIN-603,dibud,1,39,36,3,35,36
nfcorpus,0,PLAIN-603,dibud,1,40,37,3,36,37
nfcorpus,0,PLAIN-603,dibud,1,41,38,3,37,38
nfcorpus,0,PLAIN-603,dibud,1,42,39,3,38,39
nfcorpus,0,PLAIN-603,dibud,1,43,40,3,39,40
nfcorpus,0,PLAIN-603,dibud,1,44,41,3,40,41
nfcorpus,0,PLAIN-603,dibud,1,45,42,3,41,42
nfcorpus,0,PLAIN-603,dibud,1,46,43,3,42,43
nfcorpus,0,PLAIN-603,dibud,1,47,44,3,43,44
nfcorpus,0,PLAIN-603,dibud,1,48,45,3,44,45
nfcorpus,0,PLAIN-603,dibud,1,49,46,3,45,46
nfcorpus,0,PLAIN-603,dibud,1,50,47,3,46,47
nfcorpus,0,PLAIN-603,dibud,1,51,48,3,47,48
nfcorpus,0,PLAIN-603,dibud,1,52,49,3,48,49
nfcorpus,0,PLAIN-603,dibud,1,53,50,3,49,50
nfcorpus,0,PLAIN-603,dibud,1,54,51,3,50,51
nfcorpus,0,PLAIN-603,dibud,1,55,52,3,51,52
nfcorpus,0,PLAIN-603,dibud,1,56,53,3,52,53
nfcorpus,0,PLAIN-603,dibud,1,57,54,3,53,54
nfcorpus,0,PLAIN-603,dibud,1,58,55,3,54,55
nfcorpus,0,PLAIN-603,dibud,1,59,56,3,55,56
nfcorpus,0,PLAIN-603,dibud,1,60,57,3,56,57
nfcorpus,0,PLAIN-603,dibud,1,61,58,3,57,58
nfcorpus,0,PLAIN-603,dibud,1,62,59,3,58,59
nfcorpus,0,PLAIN-603,dibud,1,63,60,3,59,60
nfcorpus,0,PLAIN-603,dibud,1,64,61,3,60,61
nfcorpus,0,PLAIN-603,dibud,1,65,62,3,61,62
nfcorpus,0,PLAIN-603,dibud,1,66,63,3,62,63
nfcorpus,0,PLAIN-603,dibud,1,67,64,3,63,64
nfcorpus,0,PLAIN-603,dibud,1,68,65,3,64,65
nfcorpus,0,PLAIN-603,dibud,1,69,66,3,65,66
nfcorpus,0,PLAIN-603,dibud,1,70,67,3,66,67
nfcorpus,0,PLAIN-603,dibud,1,71,68,3,67,68
nfcorpus,0,PLAIN-603,dibud,1,72,69,3,68,69
nfcorpus,0,PLAIN-603,dibud,1,73,70,3,69,70
nfcorpus,0,PLAIN-603,dibud,1,74,71,3,70,71
nfcorpus,0,PLAIN-603,dibud,1,75,72,3,71,72
nfcorpus,0,PLAIN-603,dibud,1,76,73,3,72,73
nfcorpus,0,PLAIN-603,dibud,1,77,74,3,73,74
nfcorpus,0,PLAIN-603,dibud,1,78,75,3,74,75
nfcorpus,0,PLAIN-603,dibud,1,79,76,3,75,76
nfcorpus,0,PLAIN-603,dibud,1,80,77,3,76,77
nfcorpus,0,PLAIN-603,dibud,1,81,78,3,77,78
nfcorpus,0,PLAIN-603,dibud,1,82,79,3,78,79
nfcorpus,0,PLAIN-603,dibud,1,83,80,3,79,80
nfcorpus,0,PLAIN-603,dibud,1,84,81,3,80,81
nfcorpus,0,PLAIN-603,dibud,1,85,82,3,81,82
nfcorpus,0,PLAIN-603,dibud,1,86,83,3,82,83
nfcorpus,0,PLAIN-603,dibud,1,87,84,3,83,84
nfcorpus,0,PLAIN-603,dibud,1,88,85,3,84,85
nfcorpus,0,PLAIN-603,dibud,1,89,86,3,85,86
nfcorpus,0,PLAIN-603,dibud,1,90,87,3,86,87
nfcorpus,0,PLAIN-603,dibud,1,91,88,3,87,88
nfcorpus,0,PLAIN-603,dibud,1,92,89,3,88,89
nfcorpus,0,PLAIN-603,dibud,1,93,90,3,89,90
nfcorpus,0,PLAIN-603,dibud,1,94,91,3,90,91
nfcorpus,0,PLAIN-603,dibud,1,95,92,3,91,92
nfcorpus,0,PLAIN-603,dibud,1,96,93,3,92,93
nfcorpus,0,PLAIN-603,dibud,1,97,94,3,93,94
nfcorpus,0,PLAIN-603,dibud,1,98,95,3,94,95
nfcorpus,0,PLAIN-603,dibud,1,99,96,3,95,96
nfcorpus,0,PLAIN-603,dibud,1,100,97,3,96,97
nfcorpus,0,PLAIN-603,dibud,1,101,98,3,97,98
nfcorpus,0,PLAIN-603,dibud,1,102,99,3,98,99
nfcorpus,0,PLAIN-603,dibud,1,103,100,3,99,100
nfcorpus,0,PLAIN-603,balanced,1,2,1,1,0,1
nfcorpus,0,PLAIN-603,balanced,1,7,4,3,1,2
nfcorpus,0,PLAIN-603,balanced,1,10,7,3,2,7
nfcorpus,0,PLAIN-603,balanced,1,11,8,3,7,8
nfcorpus,0,PLAIN-603,balanced,1,12,9,3,8,9
nfcorpus,0,PLAIN-603,balanced,1,13,10,3,9,10
nfcorpus,0,PLAIN-603,balanced,1,14,11,3,10,11
nfcorpus,0,PLAIN-603,balanced,1,15,12,3,11,12
nfcorpus,0,PLAIN-603,balanced,1,16,13,3,12,13
nfcorpus,0,PLAIN-603,balanced,1,17,14,3,13,14
nfcorpus,0,PLAIN-603,balanced,1,18,15,3,14,15
nfcorpus,0,PLAIN-603,balanced,1,19,16,3,15,16
nfcorpus,0,PLAIN-603,balanced,1,20,17,3,16,17
nfcorpus,0,PLAIN-603,balanced,1,21,18,3,17,18
nfcorpus,0,PLAIN-603,balanced,1,22,19,3,18,19
nfcorpus,0,PLAIN-603,balanced,1,23,20,3,19,20
nfcorpus,0,PLAIN-603,balanced,1,24,21,3,20,21
nfcorpus,0,PLAIN-603,balanced,1,25,22,3,21,22
nfcorpus,0,PLAIN-603,balanced,1,26,23,3,22,23
nfcorpus,0,PLAIN-603,balanced,1,27,24,3,23,24
nfcorpus,0,PLAIN-603,balanced,1,28,25,3,24,25
nfcorpus,0,PLAIN-603,balanced,1,29,26,3,25,26
nfcorpus,0,PLAIN-603,balanced,1,30,27,3,26,27
nfcorpus,0,PLAIN-603,balanced,1,31,28,3,27,28
nfcorpus,0,PLAIN-603,balanced,1,32,29,3,28,29
nfcorpus,0,PLAIN-603,balanced,1,33,30,3,29,30
nfcorpus,0,PLAIN-603,balanced,1,34,31,3,30,31
nfcorpus,0,PLAIN-603,balanced,1,35,32,3,31,32
nfcorpus,0,PLAIN-603,balanced,1,36,33,3,32,33
nfcorpus,0,PLAIN-603,balanced,1,37,34,3,33,34
nfcorpus,0,PLAIN-603,balanced,1,38,35,3,34,35
nfcorpus,0,PLAIN-603,balanced,1,39,36,3,35,36
nfcorpus,0,PLAIN-603,balanced,1,40,37,3,36,37
nfcorpus,0,PLAIN-603,balanced,1,41,38,3,37,38
nfcorpus,0,PLAIN-603,balanced,1,42,39,3,38,39
nfcorpus,0,PLAIN-603,balanced,1,43,40,3,39,40
nfcorpus,0,PLAIN-603,balanced,1,44,41,3,40,41
nfcorpus,0,PLAIN-603,balanced,1,45,42,3,41,42
nfcorpus,0,PLAIN-603,balanced,1,46,43,3,42,43
nfcorpus,0,PLAIN-603,balanced,1,47,44,3,43,44
nfcorpus,0,PLAIN-603,balanced,1,48,45,3,44,45
nfcorpus,0,PLAIN-603,balanced,1,49,46,3,45,46
nfcorpus,0,PLAIN-603,balanced,1,50,47,3,46,47
nfcorpus,0,PLAIN-603,balanced,1,51,48,3,47,48
nfcorpus,0,PLAIN-603,balanced,1,52,49,3,48,49
nfcorpus,0,PLAIN-603,balanced,1,53,50,3,49,50
nfcorpus,0,PLAIN-603,balanced,1,54,51,3,50,51
nfcorpus,0,PLAIN-603,balanced,1,55,52,3,51,52
nfcorpus,0,PLAIN-603,balanced,1,56,53,3,52,53
nfcorpus,0,PLAIN-603,balanced,1,57,54,3,53,54
nfcorpus,0,PLAIN-603,balanced,1,58,55,3,54,55
nfcorpus,0,PLAIN-603,balanced,1,59,56,3,55,56
nfcorpus,0,PLAIN-603,balanced,1,60,57,3,56,57
nfcorpus,0,PLAIN-603,balanced,1,61,58,3,57,58
nfcorpus,0,PLAIN-603,balanced,1,62,59,3,58,59
nfcorpus,0,PLAIN-603,balanced,1,63,60,3,59,60
nfcorpus,0,PLAIN-603,balanced,1,64,61,3,60,61
nfcorpus,0,PLAIN-603,balanced,1,65,62,3,61,62
nfcorpus,0,PLAIN-603,balanced,1,66,63,3,62,63
nfcorpus,0,PLAIN-603,balanced,1,67,64,3,63,64
nfcorpus,0,PLAIN-603,balanced,1,68,65,3,64,65
nfcorpus,0,PLAIN-603,balanced,1,69,66,3,65,66
nfcorpus,0,PLAIN-603,balanced,1,70,67,3,66,67
nfcorpus,0,PLAIN-603,balanced,1,71,68,3,67,68
nfcorpus,0,PLAIN-603,balanced,1,72,69,3,68,69
nfcorpus,0,PLAIN-603,balanced,1,73,70,3,69,70
nfcorpus,0,PLAIN-603,balanced,1,74,71,3,70,71
nfcorpus,0,PLAIN-603,balanced,1,75,72,3,71,72
nfcorpus,0,PLAIN-603,balanced,1,76,73,3,72,73
nfcorpus,0,PLAIN-603,balanced,1,77,74,3,73,74
nfcorpus,0,PLAIN-603,balanced,1,78,75,3,74,75
nfcorpus,0,PLAIN-603,balanced,1,79,76,3,75,76
nfcorpus,0,PLAIN-603,balanced,1,80,77,3,76,77
nfcorpus,0,PLAIN-603,balanced,1,81,78,3,77,78
nfcorpus,0,PLAIN-603,balanced,1,82,79,3,78,79
nfcorpus,0,PLAIN-603,balanced,1,83,80,3,79,80
nfcorpus,0,PLAIN-603,balanced,1,84,81,3,80,81
nfcorpus,0,PLAIN-603,balanced,1,85,82,3,81,82
nfcorpus,0,PLAIN-603,balanced,1,86,83,3,82,83
nfcorpus,0,PLAIN-603,balanced,1,87,84,3,83,84
nfcorpus,0,PLAIN-603,balanced,1,88,85,3,84,85
nfcorpus,0,PLAIN-603,balanced,1,89,86,3,85,86
nfcorpus,0,PLAIN-603,balanced,1,90,87,3,86,87
nfcorpus,0,PLAIN-603,balanced,1,91,88,3,87,88
nfcorpus,0,PLAIN-603,balanced,1,92,89,3,88,89
nfcorpus,0,PLAIN-603,balanced,1,93,90,3,89,90
nfcorpus,0,PLAIN-603,balanced,1,94,91,3,90,91
nfcorpus,0,PLAIN-603,balanced,1,95,92,3,91,92
nfcorpus,0,PLAIN-603,balanced,1,96,93,3,92,93
nfcorpus,0,PLAIN-603,balanced,1,97,94,3,93,94
nfcorpus,0,PLAIN-603,balanced,1,98,95,3,94,95
nfcorpus,0,PLAIN-603,balanced,1,99,96,3,95,96
nfcorpus,0,PLAIN-603,balanced,1,100,97,3,96,97
nfcorpus,0,PLAIN-603,balanced,1,101,98,3,97,98
nfcorpus,0,PLAIN-603,balanced,1,102,99,3,98,99
nfcorpus,0,PLAIN-603,balanced,1,103,100,3,99,100
nfcorpus,0,PLAIN-603,dibud,64,67,64,3,0,64
nfcorpus,0,PLAIN-603,dibud,64,128,125,3,64,100
nfcorpus,0,PLAIN-603,balanced,64,67,64,3,0,64
