dataset,query_id,dense_to_sparse_cost_ratio,policy,base_budget,target_cost,charged_cost,dense_depth,sparse_depth,dense_cost_share,certified_k_cap100,next_certificate_gap
msmarco-passage-trec-dl-2020,1132532,0.25,candidate-per-cost,512,320.0,320.0,192,272,0.15,23,-2.0908191800117493e-05
msmarco-passage-trec-dl-2020,1132532,0.25,candidate-per-cost,1024,640.0,640.0,320,560,0.125,32,-0.00026800669729709625
msmarco-passage-trec-dl-2020,1132532,0.25,candidate-per-cost,2048,1280.0,1280.0,1600,880,0.3125,37,-0.000321047380566597
msmarco-passage-trec-dl-2020,1132532,0.25,candidate-per-cost,4096,2560.0,2560.0,5000,1310,0.48828125,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.25,candidate-per-cost,8192,5120.0,5120.0,5000,3870,0.244140625,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.25,candidate-per-cost,10000,6250.0,6250.0,5000,5000,0.2,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.25,allocation-grid-envelope,128,80.0,80.0,160,40,0.5,4,-0.001944093033671379
msmarco-passage-trec-dl-2020,1132532,0.25,allocation-grid-envelope,256,160.0,160.0,160,120,0.25,11,-0.0004186909645795822
msmarco-passage-trec-dl-2020,1132532,0.25,allocation-grid-envelope,512,320.0,320.0,216,266,0.16875,23,-7.634423673152924e-05
msmarco-passage-trec-dl-2020,1132532,0.25,allocation-grid-envelope,1024,640.0,640.0,712,462,0.278125,32,-0.00073985755443573
msmarco-passage-trec-dl-2020,1132532,0.25,allocation-grid-envelope,2048,1280.0,1280.0,1872,812,0.365625,37,-0.00023623742163181305
msmarco-passage-trec-dl-2020,1132532,0.25,allocation-grid-envelope,4096,2560.0,2498.0,5000,1248,0.500400320256205,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.25,allocation-grid-envelope,8192,5120.0,2498.0,5000,1248,0.500400320256205,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.25,allocation-grid-envelope,10000,6250.0,2498.0,5000,1248,0.500400320256205,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.5,cost-balanced,128,96.0,96.0,64,64,0.3333333333333333,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,0.5,cost-balanced,256,192.0,192.0,192,96,0.5,8,-3.485195338726044e-05
msmarco-passage-trec-dl-2020,1132532,0.5,cost-balanced,512,384.0,384.0,384,192,0.5,16,-3.0525028705596924e-05
msmarco-passage-trec-dl-2020,1132532,0.5,cost-balanced,1024,768.0,768.0,768,384,0.5,29,-0.0002636164426803589
msmarco-passage-trec-dl-2020,1132532,0.5,cost-balanced,2048,1536.0,1536.0,1536,768,0.5,33,-3.187917172908783e-05
msmarco-passage-trec-dl-2020,1132532,0.5,cost-balanced,4096,3072.0,3072.0,3072,1536,0.5,43,-0.00011639948934316635
msmarco-passage-trec-dl-2020,1132532,0.5,cost-balanced,8192,6144.0,6144.0,5000,3644,0.4069010416666667,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.5,cost-balanced,10000,7500.0,7500.0,5000,5000,0.3333333333333333,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.5,upper-per-cost,128,96.0,96.0,64,64,0.3333333333333333,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,0.5,upper-per-cost,256,192.0,192.0,128,128,0.3333333333333333,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,0.5,upper-per-cost,512,384.0,384.0,320,224,0.4166666666666667,19,-0.0002930089831352234
msmarco-passage-trec-dl-2020,1132532,0.5,upper-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,30,-3.458186984062195e-05
msmarco-passage-trec-dl-2020,1132532,0.5,upper-per-cost,2048,1536.0,1536.0,1280,896,0.4166666666666667,37,-0.0004649069160223007
msmarco-passage-trec-dl-2020,1132532,0.5,upper-per-cost,4096,3072.0,3072.0,2560,1792,0.4166666666666667,37,-0.00010031834244728088
msmarco-passage-trec-dl-2020,1132532,0.5,upper-per-cost,8192,6144.0,6144.0,4992,3648,0.40625,44,-6.83339312672615e-05
msmarco-passage-trec-dl-2020,1132532,0.5,upper-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.5,blocker-per-cost,128,96.0,96.0,64,64,0.3333333333333333,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,0.5,blocker-per-cost,256,192.0,192.0,128,128,0.3333333333333333,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,0.5,blocker-per-cost,512,384.0,384.0,192,288,0.25,25,-7.396377623081207e-05
msmarco-passage-trec-dl-2020,1132532,0.5,blocker-per-cost,1024,768.0,768.0,320,608,0.20833333333333334,32,-0.0002450142055749893
msmarco-passage-trec-dl-2020,1132532,0.5,blocker-per-cost,2048,1536.0,1536.0,1344,864,0.4375,37,-0.00043088942766189575
msmarco-passage-trec-dl-2020,1132532,0.5,blocker-per-cost,4096,3072.0,3072.0,3904,1120,0.6354166666666666,43,-4.938524216413498e-05
msmarco-passage-trec-dl-2020,1132532,0.5,blocker-per-cost,8192,6144.0,6144.0,5000,3644,0.4069010416666667,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.5,blocker-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.5,pressure-per-cost,128,96.0,96.0,64,64,0.3333333333333333,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,0.5,pressure-per-cost,256,192.0,192.0,128,128,0.3333333333333333,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,0.5,pressure-per-cost,512,384.0,384.0,192,288,0.25,25,-7.396377623081207e-05
msmarco-passage-trec-dl-2020,1132532,0.5,pressure-per-cost,1024,768.0,768.0,448,544,0.2916666666666667,32,-0.0004797782748937607
msmarco-passage-trec-dl-2020,1132532,0.5,pressure-per-cost,2048,1536.0,1536.0,1344,864,0.4375,37,-0.00043088942766189575
msmarco-passage-trec-dl-2020,1132532,0.5,pressure-per-cost,4096,3072.0,3072.0,3776,1184,0.6145833333333334,43,-5.780346691608429e-05
msmarco-passage-trec-dl-2020,1132532,0.5,pressure-per-cost,8192,6144.0,6144.0,5000,3644,0.4069010416666667,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.5,pressure-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.5,candidate-per-cost,128,96.0,96.0,64,64,0.3333333333333333,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,0.5,candidate-per-cost,256,192.0,192.0,128,128,0.3333333333333333,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,0.5,candidate-per-cost,512,384.0,384.0,192,288,0.25,25,-7.396377623081207e-05
msmarco-passage-trec-dl-2020,1132532,0.5,candidate-per-cost,1024,768.0,768.0,320,608,0.20833333333333334,32,-0.0002450142055749893
msmarco-passage-trec-dl-2020,1132532,0.5,candidate-per-cost,2048,1536.0,1536.0,1344,864,0.4375,37,-0.00043088942766189575
msmarco-passage-trec-dl-2020,1132532,0.5,candidate-per-cost,4096,3072.0,3072.0,3904,1120,0.6354166666666666,43,-4.938524216413498e-05
msmarco-passage-trec-dl-2020,1132532,0.5,candidate-per-cost,8192,6144.0,6144.0,5000,3644,0.4069010416666667,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.5,candidate-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.5,allocation-grid-envelope,128,96.0,96.0,96,48,0.5,4,-0.0012033525854349136
msmarco-passage-trec-dl-2020,1132532,0.5,allocation-grid-envelope,256,192.0,192.0,144,120,0.375,11,-0.0004186909645795822
msmarco-passage-trec-dl-2020,1132532,0.5,allocation-grid-envelope,512,384.0,384.0,200,284,0.2604166666666667,25,-5.435384809970856e-05
msmarco-passage-trec-dl-2020,1132532,0.5,allocation-grid-envelope,1024,768.0,768.0,608,464,0.3958333333333333,32,-0.0007325466722249985
msmarco-passage-trec-dl-2020,1132532,0.5,allocation-grid-envelope,2048,1536.0,1536.0,1448,812,0.4713541666666667,37,-0.00038176774978637695
msmarco-passage-trec-dl-2020,1132532,0.5,allocation-grid-envelope,4096,3072.0,3072.0,3072,1536,0.5,43,-0.00011639948934316635
msmarco-passage-trec-dl-2020,1132532,0.5,allocation-grid-envelope,8192,6144.0,5004.0,5000,2504,0.49960031974420466,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,0.5,allocation-grid-envelope,10000,7500.0,5004.0,5000,2504,0.49960031974420466,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,1.0,cost-balanced,128,128.0,128.0,64,64,0.5,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,1.0,cost-balanced,256,256.0,256.0,128,128,0.5,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,1.0,cost-balanced,512,512.0,512.0,256,256,0.5,20,-2.7803704142570496e-05
msmarco-passage-trec-dl-2020,1132532,1.0,cost-balanced,1024,1024.0,1024.0,512,512,0.5,32,-0.0005724001675844193
msmarco-passage-trec-dl-2020,1132532,1.0,cost-balanced,2048,2048.0,2048.0,1024,1024,0.5,37,-0.0006411466747522354
msmarco-passage-trec-dl-2020,1132532,1.0,cost-balanced,4096,4096.0,4096.0,2048,2048,0.5,37,-0.00019302219152450562
msmarco-passage-trec-dl-2020,1132532,1.0,cost-balanced,8192,8192.0,8192.0,4096,4096,0.5,43,-3.773067146539688e-05
msmarco-passage-trec-dl-2020,1132532,1.0,cost-balanced,10000,10000.0,10000.0,5000,5000,0.5,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,1.0,upper-per-cost,128,128.0,128.0,64,64,0.5,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,1.0,upper-per-cost,256,256.0,256.0,128,128,0.5,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,1.0,upper-per-cost,512,512.0,512.0,256,256,0.5,20,-2.7803704142570496e-05
msmarco-passage-trec-dl-2020,1132532,1.0,upper-per-cost,1024,1024.0,1024.0,512,512,0.5,32,-0.0005724001675844193
msmarco-passage-trec-dl-2020,1132532,1.0,upper-per-cost,2048,2048.0,2048.0,1024,1024,0.5,37,-0.0006411466747522354
msmarco-passage-trec-dl-2020,1132532,1.0,upper-per-cost,4096,4096.0,4096.0,2048,2048,0.5,37,-0.00019302219152450562
msmarco-passage-trec-dl-2020,1132532,1.0,upper-per-cost,8192,8192.0,8192.0,4096,4096,0.5,43,-3.773067146539688e-05
msmarco-passage-trec-dl-2020,1132532,1.0,upper-per-cost,10000,10000.0,10000.0,5000,5000,0.5,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,1.0,blocker-per-cost,128,128.0,128.0,64,64,0.5,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,1.0,blocker-per-cost,256,256.0,256.0,128,128,0.5,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,1.0,blocker-per-cost,512,512.0,512.0,192,320,0.375,25,-7.396377623081207e-05
msmarco-passage-trec-dl-2020,1132532,1.0,blocker-per-cost,1024,1024.0,1024.0,384,640,0.375,32,-8.367374539375305e-05
msmarco-passage-trec-dl-2020,1132532,1.0,blocker-per-cost,2048,2048.0,2048.0,1216,832,0.59375,37,-0.0005023367702960968
msmarco-passage-trec-dl-2020,1132532,1.0,blocker-per-cost,4096,4096.0,4096.0,3072,1024,0.75,43,-0.00011639948934316635
msmarco-passage-trec-dl-2020,1132532,1.0,blocker-per-cost,8192,8192.0,8192.0,5000,3192,0.6103515625,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,1.0,blocker-per-cost,10000,10000.0,10000.0,5000,5000,0.5,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,1.0,pressure-per-cost,128,128.0,128.0,64,64,0.5,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,1.0,pressure-per-cost,256,256.0,256.0,128,128,0.5,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,1.0,pressure-per-cost,512,512.0,512.0,192,320,0.375,25,-7.396377623081207e-05
msmarco-passage-trec-dl-2020,1132532,1.0,pressure-per-cost,1024,1024.0,1024.0,384,640,0.375,32,-8.367374539375305e-05
msmarco-passage-trec-dl-2020,1132532,1.0,pressure-per-cost,2048,2048.0,2048.0,1216,832,0.59375,37,-0.0005023367702960968
msmarco-passage-trec-dl-2020,1132532,1.0,pressure-per-cost,4096,4096.0,4096.0,2880,1216,0.703125,43,-0.0001372508704662323
msmarco-passage-trec-dl-2020,1132532,1.0,pressure-per-cost,8192,8192.0,8192.0,5000,3192,0.6103515625,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,1.0,pressure-per-cost,10000,10000.0,10000.0,5000,5000,0.5,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,1.0,candidate-per-cost,128,128.0,128.0,64,64,0.5,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,1.0,candidate-per-cost,256,256.0,256.0,128,128,0.5,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,1.0,candidate-per-cost,512,512.0,512.0,192,320,0.375,25,-7.396377623081207e-05
msmarco-passage-trec-dl-2020,1132532,1.0,candidate-per-cost,1024,1024.0,1024.0,384,640,0.375,32,-8.367374539375305e-05
msmarco-passage-trec-dl-2020,1132532,1.0,candidate-per-cost,2048,2048.0,2048.0,1152,896,0.5625,37,-0.0005437210202217102
msmarco-passage-trec-dl-2020,1132532,1.0,candidate-per-cost,4096,4096.0,4096.0,3072,1024,0.75,43,-0.00011639948934316635
msmarco-passage-trec-dl-2020,1132532,1.0,candidate-per-cost,8192,8192.0,8192.0,5000,3192,0.6103515625,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,1.0,candidate-per-cost,10000,10000.0,10000.0,5000,5000,0.5,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,1.0,allocation-grid-envelope,128,128.0,128.0,64,64,0.5,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,1.0,allocation-grid-envelope,256,256.0,256.0,120,136,0.46875,12,-0.00017626583576202393
msmarco-passage-trec-dl-2020,1132532,1.0,allocation-grid-envelope,512,512.0,512.0,216,296,0.421875,27,-0.00020943023264408112
msmarco-passage-trec-dl-2020,1132532,1.0,allocation-grid-envelope,1024,1024.0,1024.0,512,512,0.5,32,-0.0005724001675844193
msmarco-passage-trec-dl-2020,1132532,1.0,allocation-grid-envelope,2048,2048.0,2048.0,1024,1024,0.5,37,-0.0006411466747522354
msmarco-passage-trec-dl-2020,1132532,1.0,allocation-grid-envelope,4096,4096.0,4096.0,2632,1464,0.642578125,43,-0.0001685861498117447
msmarco-passage-trec-dl-2020,1132532,1.0,allocation-grid-envelope,8192,8192.0,8192.0,4872,3320,0.5947265625,44,-7.314980030059814e-05
msmarco-passage-trec-dl-2020,1132532,1.0,allocation-grid-envelope,10000,10000.0,10000.0,5000,5000,0.5,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,2.0,cost-balanced,128,192.0,192.0,64,64,0.6666666666666666,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,2.0,cost-balanced,256,384.0,384.0,128,128,0.6666666666666666,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,2.0,cost-balanced,512,768.0,768.0,192,384,0.5,25,-7.396377623081207e-05
msmarco-passage-trec-dl-2020,1132532,2.0,cost-balanced,1024,1536.0,1536.0,384,768,0.5,33,-3.473460674285889e-05
msmarco-passage-trec-dl-2020,1132532,2.0,cost-balanced,2048,3072.0,3072.0,768,1536,0.5,36,-0.000267690047621727
msmarco-passage-trec-dl-2020,1132532,2.0,cost-balanced,4096,6144.0,6144.0,1536,3072,0.5,37,-0.00034520402550697327
msmarco-passage-trec-dl-2020,1132532,2.0,cost-balanced,8192,12288.0,12288.0,3644,5000,0.5930989583333334,43,-6.709340959787369e-05
msmarco-passage-trec-dl-2020,1132532,2.0,cost-balanced,10000,15000.0,15000.0,5000,5000,0.6666666666666666,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,2.0,upper-per-cost,128,192.0,192.0,64,64,0.6666666666666666,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,2.0,upper-per-cost,256,384.0,384.0,128,128,0.6666666666666666,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,2.0,upper-per-cost,512,768.0,768.0,224,320,0.5833333333333334,27,-3.202073276042938e-05
msmarco-passage-trec-dl-2020,1132532,2.0,upper-per-cost,1024,1536.0,1536.0,448,640,0.5833333333333334,32,-8.367374539375305e-05
msmarco-passage-trec-dl-2020,1132532,2.0,upper-per-cost,2048,3072.0,3072.0,896,1280,0.5833333333333334,36,-0.00010598450899124146
msmarco-passage-trec-dl-2020,1132532,2.0,upper-per-cost,4096,6144.0,6144.0,1792,2560,0.5833333333333334,37,-0.0002585947513580322
msmarco-passage-trec-dl-2020,1132532,2.0,upper-per-cost,8192,12288.0,12288.0,3648,4992,0.59375,43,-6.680190563201904e-05
msmarco-passage-trec-dl-2020,1132532,2.0,upper-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,2.0,blocker-per-cost,128,192.0,192.0,64,64,0.6666666666666666,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,2.0,blocker-per-cost,256,384.0,384.0,128,128,0.6666666666666666,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,2.0,blocker-per-cost,512,768.0,768.0,224,320,0.5833333333333334,27,-3.202073276042938e-05
msmarco-passage-trec-dl-2020,1132532,2.0,blocker-per-cost,1024,1536.0,1536.0,416,704,0.5416666666666666,33,-0.0001330506056547165
msmarco-passage-trec-dl-2020,1132532,2.0,blocker-per-cost,2048,3072.0,3072.0,1120,832,0.7291666666666666,37,-0.0005660951137542725
msmarco-passage-trec-dl-2020,1132532,2.0,blocker-per-cost,4096,6144.0,6144.0,2656,832,0.8645833333333334,43,-0.00038760434836149216
msmarco-passage-trec-dl-2020,1132532,2.0,blocker-per-cost,8192,12288.0,12288.0,5000,2288,0.8138020833333334,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,2.0,blocker-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,2.0,pressure-per-cost,128,192.0,192.0,64,64,0.6666666666666666,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,2.0,pressure-per-cost,256,384.0,384.0,128,128,0.6666666666666666,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,2.0,pressure-per-cost,512,768.0,768.0,224,320,0.5833333333333334,27,-3.202073276042938e-05
msmarco-passage-trec-dl-2020,1132532,2.0,pressure-per-cost,1024,1536.0,1536.0,416,704,0.5416666666666666,33,-0.0001330506056547165
msmarco-passage-trec-dl-2020,1132532,2.0,pressure-per-cost,2048,3072.0,3072.0,1120,832,0.7291666666666666,37,-0.0005660951137542725
msmarco-passage-trec-dl-2020,1132532,2.0,pressure-per-cost,4096,6144.0,6144.0,2656,832,0.8645833333333334,43,-0.00038760434836149216
msmarco-passage-trec-dl-2020,1132532,2.0,pressure-per-cost,8192,12288.0,12288.0,5000,2288,0.8138020833333334,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,2.0,pressure-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,2.0,candidate-per-cost,128,192.0,192.0,64,64,0.6666666666666666,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,2.0,candidate-per-cost,256,384.0,384.0,128,128,0.6666666666666666,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,2.0,candidate-per-cost,512,768.0,768.0,224,320,0.5833333333333334,27,-3.202073276042938e-05
msmarco-passage-trec-dl-2020,1132532,2.0,candidate-per-cost,1024,1536.0,1536.0,416,704,0.5416666666666666,33,-0.0001330506056547165
msmarco-passage-trec-dl-2020,1132532,2.0,candidate-per-cost,2048,3072.0,3072.0,1088,896,0.7083333333333334,37,-0.0005897190421819687
msmarco-passage-trec-dl-2020,1132532,2.0,candidate-per-cost,4096,6144.0,6144.0,2624,896,0.8541666666666666,37,-9.12155956029892e-05
msmarco-passage-trec-dl-2020,1132532,2.0,candidate-per-cost,8192,12288.0,12288.0,5000,2288,0.8138020833333334,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,2.0,candidate-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,2.0,allocation-grid-envelope,128,192.0,192.0,48,96,0.5,4,-0.0016791149973869324
msmarco-passage-trec-dl-2020,1132532,2.0,allocation-grid-envelope,256,384.0,384.0,120,144,0.625,12,-9.214505553245544e-05
msmarco-passage-trec-dl-2020,1132532,2.0,allocation-grid-envelope,512,768.0,768.0,216,336,0.5625,28,-0.00032101012766361237
msmarco-passage-trec-dl-2020,1132532,2.0,allocation-grid-envelope,1024,1536.0,1536.0,384,768,0.5,33,-3.473460674285889e-05
msmarco-passage-trec-dl-2020,1132532,2.0,allocation-grid-envelope,2048,3072.0,3072.0,1004,1064,0.6536458333333334,37,-0.0006584879010915756
msmarco-passage-trec-dl-2020,1132532,2.0,allocation-grid-envelope,4096,6144.0,6144.0,2632,880,0.8567708333333334,43,-0.0003303578123450279
msmarco-passage-trec-dl-2020,1132532,2.0,allocation-grid-envelope,8192,12288.0,12288.0,4872,2544,0.79296875,44,-7.314980030059814e-05
msmarco-passage-trec-dl-2020,1132532,2.0,allocation-grid-envelope,10000,15000.0,14744.0,4872,5000,0.6608790016277808,44,-7.314980030059814e-05
msmarco-passage-trec-dl-2020,1132532,4.0,cost-balanced,128,320.0,320.0,64,64,0.8,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,4.0,cost-balanced,256,640.0,640.0,96,256,0.6,9,-2.8464943170547485e-05
msmarco-passage-trec-dl-2020,1132532,4.0,cost-balanced,512,1280.0,1280.0,160,640,0.5,19,-0.0002756677567958832
msmarco-passage-trec-dl-2020,1132532,4.0,cost-balanced,1024,2560.0,2560.0,352,1152,0.55,32,-4.062056541442871e-05
msmarco-passage-trec-dl-2020,1132532,4.0,cost-balanced,2048,5120.0,5120.0,672,2432,0.525,36,-0.0004260800778865814
msmarco-passage-trec-dl-2020,1132532,4.0,cost-balanced,4096,10240.0,10240.0,1312,4992,0.5125,37,-0.0004475004971027374
msmarco-passage-trec-dl-2020,1132532,4.0,cost-balanced,8192,20480.0,20480.0,3870,5000,0.755859375,43,-5.156826227903366e-05
msmarco-passage-trec-dl-2020,1132532,4.0,cost-balanced,10000,25000.0,25000.0,5000,5000,0.8,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,4.0,upper-per-cost,128,320.0,320.0,48,128,0.6,4,-0.0016791149973869324
msmarco-passage-trec-dl-2020,1132532,4.0,upper-per-cost,256,640.0,640.0,112,192,0.7,11,-0.0001394525170326233
msmarco-passage-trec-dl-2020,1132532,4.0,upper-per-cost,512,1280.0,1280.0,208,448,0.65,27,-9.011849761009216e-05
msmarco-passage-trec-dl-2020,1132532,4.0,upper-per-cost,1024,2560.0,2560.0,416,896,0.65,36,-0.0011608004570007324
msmarco-passage-trec-dl-2020,1132532,4.0,upper-per-cost,2048,5120.0,5120.0,848,1728,0.6625,36,-0.0001612827181816101
msmarco-passage-trec-dl-2020,1132532,4.0,upper-per-cost,4096,10240.0,10240.0,1696,3456,0.6625,37,-0.00028811395168304443
msmarco-passage-trec-dl-2020,1132532,4.0,upper-per-cost,8192,20480.0,20480.0,3872,4992,0.75625,43,-5.143880844116211e-05
msmarco-passage-trec-dl-2020,1132532,4.0,upper-per-cost,10000,25000.0,25000.0,5000,5000,0.8,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,4.0,blocker-per-cost,128,320.0,320.0,64,64,0.8,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,4.0,blocker-per-cost,256,640.0,640.0,128,128,0.8,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,4.0,blocker-per-cost,512,1280.0,1280.0,240,320,0.75,27,-3.202073276042938e-05
msmarco-passage-trec-dl-2020,1132532,4.0,blocker-per-cost,1024,2560.0,2560.0,432,832,0.675,35,-0.0009908527135849
msmarco-passage-trec-dl-2020,1132532,4.0,blocker-per-cost,2048,5120.0,5120.0,1072,832,0.8375,37,-0.0006020311266183853
msmarco-passage-trec-dl-2020,1132532,4.0,blocker-per-cost,4096,10240.0,10240.0,2352,832,0.91875,37,-0.0001332312822341919
msmarco-passage-trec-dl-2020,1132532,4.0,blocker-per-cost,8192,20480.0,20480.0,4816,1216,0.940625,43,-2.201646566390991e-06
msmarco-passage-trec-dl-2020,1132532,4.0,blocker-per-cost,10000,25000.0,25000.0,5000,5000,0.8,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,4.0,pressure-per-cost,128,320.0,320.0,64,64,0.8,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,4.0,pressure-per-cost,256,640.0,640.0,128,128,0.8,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,4.0,pressure-per-cost,512,1280.0,1280.0,240,320,0.75,27,-3.202073276042938e-05
msmarco-passage-trec-dl-2020,1132532,4.0,pressure-per-cost,1024,2560.0,2560.0,432,832,0.675,35,-0.0009908527135849
msmarco-passage-trec-dl-2020,1132532,4.0,pressure-per-cost,2048,5120.0,5120.0,1072,832,0.8375,37,-0.0006020311266183853
msmarco-passage-trec-dl-2020,1132532,4.0,pressure-per-cost,4096,10240.0,10240.0,2352,832,0.91875,37,-0.0001332312822341919
msmarco-passage-trec-dl-2020,1132532,4.0,pressure-per-cost,8192,20480.0,20480.0,4816,1216,0.940625,43,-2.201646566390991e-06
msmarco-passage-trec-dl-2020,1132532,4.0,pressure-per-cost,10000,25000.0,25000.0,5000,5000,0.8,44,-6.80210068821907e-05
msmarco-passage-trec-dl-2020,1132532,4.0,candidate-per-cost,128,320.0,320.0,64,64,0.8,4,-8.609145879745483e-06
msmarco-passage-trec-dl-2020,1132532,4.0,candidate-per-cost,256,640.0,640.0,128,128,0.8,11,-0.00018228404223918915
msmarco-passage-trec-dl-2020,1132532,4.0,candidate-per-cost,512,1280.0,1280.0,240,320,0.75,27,-3.202073276042938e-05
msmarco-passage-trec-dl-2020,1132532,4.0,candidate-per-cost,1024,2560.0,2560.0,432,832,0.675,35,-0.0009908527135849
msmarco-passage-trec-dl-2020,1132532,4.0,candidate-per-cost,2048,5120.0,5120.0,1056,896,0.825,37,-0.0006146952509880066
msmarco-passage-trec-dl-2020,1132532,4.0,candidate-per-cost,4096,10240.0,10240.0,2336,896,0.9125,37,-0.00013600103557109833
msmarco-passage-trec-dl-2020,1132532,4.0,candidate-per-cost,8192,20480.0,20480.0,4816,1216,0.940625,43,-2.201646566390991e-06
msmarco-passage-trec-dl-2020,1132532,4.0,candidate-per-cost,10000,25000.0,25000.0,5000,5000,0.8,44,-6.80210068821907e-05
