dataset,query_id,dense_to_sparse_cost_ratio,dense_cost_share,base_budget,target_cost,charged_cost,dense_depth,sparse_depth,certified_k_cap100
msmarco-passage-trec-dl-2020,1051399,2.0,0.05,4096,6144.0,6144.0,572,5000,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.05,8192,12288.0,12288.0,3644,5000,19
msmarco-passage-trec-dl-2020,1051399,2.0,0.05,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.1,128,192.0,190.0,9,172,0
msmarco-passage-trec-dl-2020,1051399,2.0,0.1,256,384.0,383.0,19,345,2
msmarco-passage-trec-dl-2020,1051399,2.0,0.1,512,768.0,767.0,38,691,4
msmarco-passage-trec-dl-2020,1051399,2.0,0.1,1024,1536.0,1534.0,76,1382,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.1,2048,3072.0,3070.0,153,2764,8
msmarco-passage-trec-dl-2020,1051399,2.0,0.1,4096,6144.0,6144.0,572,5000,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.1,8192,12288.0,12288.0,3644,5000,19
msmarco-passage-trec-dl-2020,1051399,2.0,0.1,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.15,128,192.0,191.0,14,163,2
msmarco-passage-trec-dl-2020,1051399,2.0,0.15,256,384.0,382.0,28,326,3
msmarco-passage-trec-dl-2020,1051399,2.0,0.15,512,768.0,766.0,57,652,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.15,1024,1536.0,1535.0,115,1305,7
msmarco-passage-trec-dl-2020,1051399,2.0,0.15,2048,3072.0,3071.0,230,2611,12
msmarco-passage-trec-dl-2020,1051399,2.0,0.15,4096,6144.0,6144.0,572,5000,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.15,8192,12288.0,12288.0,3644,5000,19
msmarco-passage-trec-dl-2020,1051399,2.0,0.15,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.2,128,192.0,191.0,19,153,2
msmarco-passage-trec-dl-2020,1051399,2.0,0.2,256,384.0,383.0,38,307,4
msmarco-passage-trec-dl-2020,1051399,2.0,0.2,512,768.0,766.0,76,614,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.2,1024,1536.0,1534.0,153,1228,8
msmarco-passage-trec-dl-2020,1051399,2.0,0.2,2048,3072.0,3071.0,307,2457,13
msmarco-passage-trec-dl-2020,1051399,2.0,0.2,4096,6144.0,6143.0,614,4915,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.2,8192,12288.0,12288.0,3644,5000,19
msmarco-passage-trec-dl-2020,1051399,2.0,0.2,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.25,128,192.0,192.0,24,144,3
msmarco-passage-trec-dl-2020,1051399,2.0,0.25,256,384.0,384.0,48,288,4
msmarco-passage-trec-dl-2020,1051399,2.0,0.25,512,768.0,768.0,96,576,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.25,1024,1536.0,1536.0,192,1152,10
msmarco-passage-trec-dl-2020,1051399,2.0,0.25,2048,3072.0,3072.0,384,2304,13
msmarco-passage-trec-dl-2020,1051399,2.0,0.25,4096,6144.0,6144.0,768,4608,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.25,8192,12288.0,12288.0,3644,5000,19
msmarco-passage-trec-dl-2020,1051399,2.0,0.25,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.3,128,192.0,190.0,28,134,3
msmarco-passage-trec-dl-2020,1051399,2.0,0.3,256,384.0,382.0,57,268,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.3,512,768.0,767.0,115,537,7
msmarco-passage-trec-dl-2020,1051399,2.0,0.3,1024,1536.0,1535.0,230,1075,12
msmarco-passage-trec-dl-2020,1051399,2.0,0.3,2048,3072.0,3070.0,460,2150,13
msmarco-passage-trec-dl-2020,1051399,2.0,0.3,4096,6144.0,6142.0,921,4300,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.3,8192,12288.0,12288.0,3644,5000,19
msmarco-passage-trec-dl-2020,1051399,2.0,0.3,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.35,128,192.0,190.0,33,124,3
msmarco-passage-trec-dl-2020,1051399,2.0,0.35,256,384.0,383.0,67,249,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.35,512,768.0,767.0,134,499,7
msmarco-passage-trec-dl-2020,1051399,2.0,0.35,1024,1536.0,1534.0,268,998,13
msmarco-passage-trec-dl-2020,1051399,2.0,0.35,2048,3072.0,3070.0,537,1996,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.35,4096,6144.0,6143.0,1075,3993,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.35,8192,12288.0,12288.0,3644,5000,19
msmarco-passage-trec-dl-2020,1051399,2.0,0.35,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.4,128,192.0,191.0,38,115,4
msmarco-passage-trec-dl-2020,1051399,2.0,0.4,256,384.0,382.0,76,230,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.4,512,768.0,766.0,153,460,8
msmarco-passage-trec-dl-2020,1051399,2.0,0.4,1024,1536.0,1535.0,307,921,13
msmarco-passage-trec-dl-2020,1051399,2.0,0.4,2048,3072.0,3071.0,614,1843,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.4,4096,6144.0,6142.0,1228,3686,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.4,8192,12288.0,12288.0,3644,5000,19
msmarco-passage-trec-dl-2020,1051399,2.0,0.4,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.45,128,192.0,191.0,43,105,4
msmarco-passage-trec-dl-2020,1051399,2.0,0.45,256,384.0,383.0,86,211,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.45,512,768.0,766.0,172,422,9
msmarco-passage-trec-dl-2020,1051399,2.0,0.45,1024,1536.0,1534.0,345,844,13
msmarco-passage-trec-dl-2020,1051399,2.0,0.45,2048,3072.0,3071.0,691,1689,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.45,4096,6144.0,6143.0,1382,3379,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.45,8192,12288.0,12288.0,3644,5000,19
msmarco-passage-trec-dl-2020,1051399,2.0,0.45,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.5,128,192.0,192.0,48,96,4
msmarco-passage-trec-dl-2020,1051399,2.0,0.5,256,384.0,384.0,96,192,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.5,512,768.0,768.0,192,384,10
msmarco-passage-trec-dl-2020,1051399,2.0,0.5,1024,1536.0,1536.0,384,768,13
msmarco-passage-trec-dl-2020,1051399,2.0,0.5,2048,3072.0,3072.0,768,1536,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.5,4096,6144.0,6144.0,1536,3072,15
msmarco-passage-trec-dl-2020,1051399,2.0,0.5,8192,12288.0,12288.0,3644,5000,19
msmarco-passage-trec-dl-2020,1051399,2.0,0.5,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.55,128,192.0,190.0,52,86,5
msmarco-passage-trec-dl-2020,1051399,2.0,0.55,256,384.0,382.0,105,172,7
msmarco-passage-trec-dl-2020,1051399,2.0,0.55,512,768.0,767.0,211,345,12
msmarco-passage-trec-dl-2020,1051399,2.0,0.55,1024,1536.0,1535.0,422,691,13
msmarco-passage-trec-dl-2020,1051399,2.0,0.55,2048,3072.0,3070.0,844,1382,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.55,4096,6144.0,6142.0,1689,2764,15
msmarco-passage-trec-dl-2020,1051399,2.0,0.55,8192,12288.0,12288.0,3644,5000,19
msmarco-passage-trec-dl-2020,1051399,2.0,0.55,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.6,128,192.0,190.0,57,76,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.6,256,384.0,383.0,115,153,7
msmarco-passage-trec-dl-2020,1051399,2.0,0.6,512,768.0,767.0,230,307,12
msmarco-passage-trec-dl-2020,1051399,2.0,0.6,1024,1536.0,1534.0,460,614,13
msmarco-passage-trec-dl-2020,1051399,2.0,0.6,2048,3072.0,3070.0,921,1228,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.6,4096,6144.0,6143.0,1843,2457,15
msmarco-passage-trec-dl-2020,1051399,2.0,0.6,8192,12288.0,12287.0,3686,4915,19
msmarco-passage-trec-dl-2020,1051399,2.0,0.6,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.65,128,192.0,191.0,62,67,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.65,256,384.0,382.0,124,134,7
msmarco-passage-trec-dl-2020,1051399,2.0,0.65,512,768.0,766.0,249,268,12
msmarco-passage-trec-dl-2020,1051399,2.0,0.65,1024,1536.0,1535.0,499,537,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.65,2048,3072.0,3071.0,998,1075,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.65,4096,6144.0,6142.0,1996,2150,15
msmarco-passage-trec-dl-2020,1051399,2.0,0.65,8192,12288.0,12286.0,3993,4300,19
msmarco-passage-trec-dl-2020,1051399,2.0,0.65,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.7,128,192.0,191.0,67,57,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.7,256,384.0,383.0,134,115,7
msmarco-passage-trec-dl-2020,1051399,2.0,0.7,512,768.0,766.0,268,230,13
msmarco-passage-trec-dl-2020,1051399,2.0,0.7,1024,1536.0,1534.0,537,460,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.7,2048,3072.0,3071.0,1075,921,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.7,4096,6144.0,6143.0,2150,1843,15
msmarco-passage-trec-dl-2020,1051399,2.0,0.7,8192,12288.0,12286.0,4300,3686,24
msmarco-passage-trec-dl-2020,1051399,2.0,0.7,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.75,128,192.0,192.0,72,48,5
msmarco-passage-trec-dl-2020,1051399,2.0,0.75,256,384.0,384.0,144,96,7
msmarco-passage-trec-dl-2020,1051399,2.0,0.75,512,768.0,768.0,288,192,13
msmarco-passage-trec-dl-2020,1051399,2.0,0.75,1024,1536.0,1536.0,576,384,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.75,2048,3072.0,3072.0,1152,768,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.75,4096,6144.0,6144.0,2304,1536,15
msmarco-passage-trec-dl-2020,1051399,2.0,0.75,8192,12288.0,12288.0,4608,3072,24
msmarco-passage-trec-dl-2020,1051399,2.0,0.75,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.8,128,192.0,190.0,76,38,4
msmarco-passage-trec-dl-2020,1051399,2.0,0.8,256,384.0,382.0,153,76,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.8,512,768.0,767.0,307,153,9
msmarco-passage-trec-dl-2020,1051399,2.0,0.8,1024,1536.0,1535.0,614,307,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.8,2048,3072.0,3070.0,1228,614,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.8,4096,6144.0,6142.0,2457,1228,17
msmarco-passage-trec-dl-2020,1051399,2.0,0.8,8192,12288.0,12287.0,4915,2457,24
msmarco-passage-trec-dl-2020,1051399,2.0,0.8,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.85,128,192.0,190.0,81,28,3
msmarco-passage-trec-dl-2020,1051399,2.0,0.85,256,384.0,383.0,163,57,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.85,512,768.0,767.0,326,115,7
msmarco-passage-trec-dl-2020,1051399,2.0,0.85,1024,1536.0,1534.0,652,230,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.85,2048,3072.0,3070.0,1305,460,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.85,4096,6144.0,6143.0,2611,921,17
msmarco-passage-trec-dl-2020,1051399,2.0,0.85,8192,12288.0,12288.0,5000,2288,23
msmarco-passage-trec-dl-2020,1051399,2.0,0.85,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.9,128,192.0,191.0,86,19,2
msmarco-passage-trec-dl-2020,1051399,2.0,0.9,256,384.0,382.0,172,38,4
msmarco-passage-trec-dl-2020,1051399,2.0,0.9,512,768.0,766.0,345,76,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.9,1024,1536.0,1535.0,691,153,9
msmarco-passage-trec-dl-2020,1051399,2.0,0.9,2048,3072.0,3071.0,1382,307,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.9,4096,6144.0,6142.0,2764,614,18
msmarco-passage-trec-dl-2020,1051399,2.0,0.9,8192,12288.0,12288.0,5000,2288,23
msmarco-passage-trec-dl-2020,1051399,2.0,0.9,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,2.0,0.95,128,192.0,191.0,91,9,0
msmarco-passage-trec-dl-2020,1051399,2.0,0.95,256,384.0,383.0,182,19,2
msmarco-passage-trec-dl-2020,1051399,2.0,0.95,512,768.0,766.0,364,38,4
msmarco-passage-trec-dl-2020,1051399,2.0,0.95,1024,1536.0,1534.0,729,76,6
msmarco-passage-trec-dl-2020,1051399,2.0,0.95,2048,3072.0,3071.0,1459,153,9
msmarco-passage-trec-dl-2020,1051399,2.0,0.95,4096,6144.0,6143.0,2918,307,14
msmarco-passage-trec-dl-2020,1051399,2.0,0.95,8192,12288.0,12288.0,5000,2288,23
msmarco-passage-trec-dl-2020,1051399,2.0,0.95,10000,15000.0,15000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.05,128,320.0,320.0,4,304,0
msmarco-passage-trec-dl-2020,1051399,4.0,0.05,256,640.0,640.0,8,608,0
msmarco-passage-trec-dl-2020,1051399,4.0,0.05,512,1280.0,1280.0,16,1216,2
msmarco-passage-trec-dl-2020,1051399,4.0,0.05,1024,2560.0,2560.0,32,2432,3
msmarco-passage-trec-dl-2020,1051399,4.0,0.05,2048,5120.0,5120.0,64,4864,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.05,4096,10240.0,10240.0,1310,5000,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.05,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.05,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.1,128,320.0,320.0,8,288,0
msmarco-passage-trec-dl-2020,1051399,4.0,0.1,256,640.0,640.0,16,576,2
msmarco-passage-trec-dl-2020,1051399,4.0,0.1,512,1280.0,1280.0,32,1152,3
msmarco-passage-trec-dl-2020,1051399,4.0,0.1,1024,2560.0,2560.0,64,2304,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.1,2048,5120.0,5120.0,128,4608,7
msmarco-passage-trec-dl-2020,1051399,4.0,0.1,4096,10240.0,10240.0,1310,5000,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.1,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.1,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.15,128,320.0,320.0,12,272,0
msmarco-passage-trec-dl-2020,1051399,4.0,0.15,256,640.0,640.0,24,544,3
msmarco-passage-trec-dl-2020,1051399,4.0,0.15,512,1280.0,1280.0,48,1088,4
msmarco-passage-trec-dl-2020,1051399,4.0,0.15,1024,2560.0,2560.0,96,2176,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.15,2048,5120.0,5120.0,192,4352,10
msmarco-passage-trec-dl-2020,1051399,4.0,0.15,4096,10240.0,10240.0,1310,5000,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.15,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.15,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.2,128,320.0,320.0,16,256,2
msmarco-passage-trec-dl-2020,1051399,4.0,0.2,256,640.0,640.0,32,512,3
msmarco-passage-trec-dl-2020,1051399,4.0,0.2,512,1280.0,1280.0,64,1024,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.2,1024,2560.0,2560.0,128,2048,7
msmarco-passage-trec-dl-2020,1051399,4.0,0.2,2048,5120.0,5120.0,256,4096,12
msmarco-passage-trec-dl-2020,1051399,4.0,0.2,4096,10240.0,10240.0,1310,5000,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.2,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.2,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.25,128,320.0,320.0,20,240,2
msmarco-passage-trec-dl-2020,1051399,4.0,0.25,256,640.0,640.0,40,480,4
msmarco-passage-trec-dl-2020,1051399,4.0,0.25,512,1280.0,1280.0,80,960,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.25,1024,2560.0,2560.0,160,1920,9
msmarco-passage-trec-dl-2020,1051399,4.0,0.25,2048,5120.0,5120.0,320,3840,13
msmarco-passage-trec-dl-2020,1051399,4.0,0.25,4096,10240.0,10240.0,1310,5000,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.25,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.25,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.3,128,320.0,320.0,24,224,3
msmarco-passage-trec-dl-2020,1051399,4.0,0.3,256,640.0,640.0,48,448,4
msmarco-passage-trec-dl-2020,1051399,4.0,0.3,512,1280.0,1280.0,96,896,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.3,1024,2560.0,2560.0,192,1792,10
msmarco-passage-trec-dl-2020,1051399,4.0,0.3,2048,5120.0,5120.0,384,3584,13
msmarco-passage-trec-dl-2020,1051399,4.0,0.3,4096,10240.0,10240.0,1310,5000,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.3,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.3,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.35,128,320.0,320.0,28,208,3
msmarco-passage-trec-dl-2020,1051399,4.0,0.35,256,640.0,640.0,56,416,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.35,512,1280.0,1280.0,112,832,7
msmarco-passage-trec-dl-2020,1051399,4.0,0.35,1024,2560.0,2560.0,224,1664,12
msmarco-passage-trec-dl-2020,1051399,4.0,0.35,2048,5120.0,5120.0,448,3328,13
msmarco-passage-trec-dl-2020,1051399,4.0,0.35,4096,10240.0,10240.0,1310,5000,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.35,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.35,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.4,128,320.0,320.0,32,192,3
msmarco-passage-trec-dl-2020,1051399,4.0,0.4,256,640.0,640.0,64,384,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.4,512,1280.0,1280.0,128,768,7
msmarco-passage-trec-dl-2020,1051399,4.0,0.4,1024,2560.0,2560.0,256,1536,12
msmarco-passage-trec-dl-2020,1051399,4.0,0.4,2048,5120.0,5120.0,512,3072,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.4,4096,10240.0,10240.0,1310,5000,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.4,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.4,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.45,128,320.0,320.0,36,176,4
msmarco-passage-trec-dl-2020,1051399,4.0,0.45,256,640.0,640.0,72,352,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.45,512,1280.0,1280.0,144,704,7
msmarco-passage-trec-dl-2020,1051399,4.0,0.45,1024,2560.0,2560.0,288,1408,13
msmarco-passage-trec-dl-2020,1051399,4.0,0.45,2048,5120.0,5120.0,576,2816,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.45,4096,10240.0,10240.0,1310,5000,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.45,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.45,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.5,128,320.0,320.0,40,160,4
msmarco-passage-trec-dl-2020,1051399,4.0,0.5,256,640.0,640.0,80,320,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.5,512,1280.0,1280.0,160,640,9
msmarco-passage-trec-dl-2020,1051399,4.0,0.5,1024,2560.0,2560.0,320,1280,13
msmarco-passage-trec-dl-2020,1051399,4.0,0.5,2048,5120.0,5120.0,640,2560,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.5,4096,10240.0,10240.0,1310,5000,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.5,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.5,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.55,128,320.0,320.0,44,144,4
msmarco-passage-trec-dl-2020,1051399,4.0,0.55,256,640.0,640.0,88,288,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.55,512,1280.0,1280.0,176,576,9
msmarco-passage-trec-dl-2020,1051399,4.0,0.55,1024,2560.0,2560.0,352,1152,13
msmarco-passage-trec-dl-2020,1051399,4.0,0.55,2048,5120.0,5120.0,704,2304,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.55,4096,10240.0,10240.0,1408,4608,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.55,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.55,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.6,128,320.0,320.0,48,128,4
msmarco-passage-trec-dl-2020,1051399,4.0,0.6,256,640.0,640.0,96,256,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.6,512,1280.0,1280.0,192,512,10
msmarco-passage-trec-dl-2020,1051399,4.0,0.6,1024,2560.0,2560.0,384,1024,13
msmarco-passage-trec-dl-2020,1051399,4.0,0.6,2048,5120.0,5120.0,768,2048,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.6,4096,10240.0,10240.0,1536,4096,15
msmarco-passage-trec-dl-2020,1051399,4.0,0.6,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.6,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.65,128,320.0,320.0,52,112,5
msmarco-passage-trec-dl-2020,1051399,4.0,0.65,256,640.0,640.0,104,224,7
msmarco-passage-trec-dl-2020,1051399,4.0,0.65,512,1280.0,1280.0,208,448,11
msmarco-passage-trec-dl-2020,1051399,4.0,0.65,1024,2560.0,2560.0,416,896,13
msmarco-passage-trec-dl-2020,1051399,4.0,0.65,2048,5120.0,5120.0,832,1792,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.65,4096,10240.0,10240.0,1664,3584,15
msmarco-passage-trec-dl-2020,1051399,4.0,0.65,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.65,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.7,128,320.0,320.0,56,96,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.7,256,640.0,640.0,112,192,7
msmarco-passage-trec-dl-2020,1051399,4.0,0.7,512,1280.0,1280.0,224,384,12
msmarco-passage-trec-dl-2020,1051399,4.0,0.7,1024,2560.0,2560.0,448,768,13
msmarco-passage-trec-dl-2020,1051399,4.0,0.7,2048,5120.0,5120.0,896,1536,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.7,4096,10240.0,10240.0,1792,3072,15
msmarco-passage-trec-dl-2020,1051399,4.0,0.7,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.7,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.75,128,320.0,320.0,60,80,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.75,256,640.0,640.0,120,160,7
msmarco-passage-trec-dl-2020,1051399,4.0,0.75,512,1280.0,1280.0,240,320,12
msmarco-passage-trec-dl-2020,1051399,4.0,0.75,1024,2560.0,2560.0,480,640,13
msmarco-passage-trec-dl-2020,1051399,4.0,0.75,2048,5120.0,5120.0,960,1280,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.75,4096,10240.0,10240.0,1920,2560,15
msmarco-passage-trec-dl-2020,1051399,4.0,0.75,8192,20480.0,20480.0,3870,5000,19
msmarco-passage-trec-dl-2020,1051399,4.0,0.75,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.8,128,320.0,319.0,64,63,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.8,256,640.0,639.0,128,127,7
msmarco-passage-trec-dl-2020,1051399,4.0,0.8,512,1280.0,1279.0,256,255,12
msmarco-passage-trec-dl-2020,1051399,4.0,0.8,1024,2560.0,2559.0,512,511,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.8,2048,5120.0,5119.0,1024,1023,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.8,4096,10240.0,10239.0,2048,2047,15
msmarco-passage-trec-dl-2020,1051399,4.0,0.8,8192,20480.0,20479.0,4096,4095,24
msmarco-passage-trec-dl-2020,1051399,4.0,0.8,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.85,128,320.0,320.0,68,48,5
msmarco-passage-trec-dl-2020,1051399,4.0,0.85,256,640.0,640.0,136,96,7
msmarco-passage-trec-dl-2020,1051399,4.0,0.85,512,1280.0,1280.0,272,192,13
msmarco-passage-trec-dl-2020,1051399,4.0,0.85,1024,2560.0,2560.0,544,384,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.85,2048,5120.0,5120.0,1088,768,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.85,4096,10240.0,10240.0,2176,1536,15
msmarco-passage-trec-dl-2020,1051399,4.0,0.85,8192,20480.0,20480.0,4352,3072,24
msmarco-passage-trec-dl-2020,1051399,4.0,0.85,10000,25000.0,25000.0,5000,5000,26
msmarco-passage-trec-dl-2020,1051399,4.0,0.9,128,320.0,319.0,72,31,4
msmarco-passage-trec-dl-2020,1051399,4.0,0.9,256,640.0,639.0,144,63,6
msmarco-passage-trec-dl-2020,1051399,4.0,0.9,512,1280.0,1279.0,288,127,8
msmarco-passage-trec-dl-2020,1051399,4.0,0.9,1024,2560.0,2559.0,576,255,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.9,2048,5120.0,5119.0,1152,511,14
msmarco-passage-trec-dl-2020,1051399,4.0,0.9,4096,10240.0,10239.0,2304,1023,15
msmarco-passage-trec-dl-2020,1051399,4.0,0.9,8192,20480.0,20479.0,4608,2047,23
